ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
OH45,small_airport,Drake Airport,"-83.5863037109375, 41.454200744628906",655,NA,US,US-OH,Bowling Green,OH45,,OH45
OH46,heliport,Medical Center Hospital Heliport,"-82.96929931640625, 39.395599365234375",745,NA,US,US-OH,Chillicothe,OH46,,OH46
OH47,heliport,District 9 Heliport,"-82.9520034790039, 39.32419967651367",619,NA,US,US-OH,Chillicothe,OH47,,OH47
OH48,small_airport,Alliance Airport,"-81.06510162353516, 40.905601501464844",1077,NA,US,US-OH,Alliance,OH48,,OH48
OH49,heliport,Christ Hospital Heliport,"-84.52890014648438, 39.12080001831055",873,NA,US,US-OH,Cincinnati,OH49,,OH49
OH50,small_airport,Lindsey L.S. Airport,"-83.0969009399414, 39.687599182128906",780,NA,US,US-OH,Circleville,OH50,,OH50
OH51,small_airport,Miami Valley Career Technology Center Airport,"-84.331298828125, 39.84339904785156",930,NA,US,US-OH,Clayton,OH51,,OH51
OH52,heliport,Columbus Heliport,"-83.02349853515625, 39.9833984375",733,NA,US,US-OH,Columbus,OH52,,OH52
OH53,heliport,Ohio Bldg Authority Heliport,"-82.9993972778, 39.962600708",1354,NA,US,US-OH,Columbus,OH53,,OH53
OH54,heliport,Medical Center Heliport,"-83.02100372314453, 39.99509811401367",783,NA,US,US-OH,Columbus,OH54,,OH54
OH55,closed,St Elizabeth Medical Center Heliport,"-84.199899, 39.750099",800,NA,US,US-OH,Dayton,,,
OH56,heliport,Good Samaritan Hospital Heliport,"-84.2343978881836, 39.78779983520508",914,NA,US,US-OH,Dayton,OH56,,OH56
OH57,small_airport,Berlin Station Lndg Strip,"-83.01180267330001, 40.25889968869999",955,NA,US,US-OH,Delaware,OH57,,OH57
OH58,heliport,Cow Chip Creek Heliport,"-84.13880157470703, 39.33369827270508",850,NA,US,US-OH,Morrow,OH58,,OH58
OH59,small_airport,Mc Intosh Airport,"-84.448600769, 39.695899963399995",914,NA,US,US-OH,Farmersville,OH59,,OH59
OH60,small_airport,Gerker Airfield,"-84.27359771728516, 40.95370101928711",780,NA,US,US-OH,Fort Jennings,OH60,,OH60
OH61,small_airport,Amanda Airport,"-82.73789978027344, 39.63529968261719",900,NA,US,US-OH,Amanda,OH61,,OH61
OH63,small_airport,Jims Airport,"-84.4166030883789, 39.600101470947266",955,NA,US,US-OH,Germantown,OH63,,OH63
OH64,small_airport,Hummel Airport,"-84.34380340576172, 39.593101501464844",695,NA,US,US-OH,Germantown,OH64,,OH64
OH65,small_airport,Antique Acres Airpark,"-84.10030364990234, 39.23939895629883",895,NA,US,US-OH,Goshen,OH65,,OH65
OH66,small_airport,Obannon Creek Aerodrome,"-84.17630004882812, 39.239498138427734",835,NA,US,US-OH,Goshen,OH66,,OH66
OH67,small_airport,Sell Field,"-84.45359802246094, 40.120601654052734",1018,NA,US,US-OH,Bradford,OH67,,OH67
OH68,small_airport,Raylene Airport,"-84.7499008178711, 39.30009841918945",590,NA,US,US-OH,Harrison,OH68,,OH68
OH69,heliport,Highland District Medical Heliport,"-83.61080169677734, 39.22119903564453",988,NA,US,US-OH,Hillsboro,OH69,,OH69
OH70,heliport,Gallenstein Heliport,"-84.32990264892578, 39.188899993896484",840,NA,US,US-OH,Indian Hill,OH70,,OH70
OH71,small_airport,Chapman Memorial Field,"-82.731300354004, 40.294799804688",1180,NA,US,US-OH,Centerburg,6CM,,6CM
OH72,heliport,Oak Hill Hospital Heliport,"-82.57710266113281, 38.89590072631836",730,NA,US,US-OH,Oak Hill,OH72,,OH72
OH73,heliport,41 Heliport,"-84.131322, 41.538875",725,NA,US,US-OH,Wauseon,OH73,,OH73
OH74,small_airport,Kearns Airport,"-82.716796875, 40.09370040893555",1210,NA,US,US-OH,Johnstown,OH74,,OH74
OH75,heliport,Hardin Memorial Hospital Heliport,"-83.59300231933594, 40.64950180053711",1011,NA,US,US-OH,Kenton,OH75,,OH75
OH76,heliport,Waterwood Heliport,"-82.45020294189453, 41.389198303222656",587,NA,US,US-OH,Vermilion,OH76,,OH76
OH77,small_airport,Lumberton Airport,"-83.85489654541016, 39.5531005859375",1008,NA,US,US-OH,Wilmington,OH77,,OH77
OH78,small_airport,Swigart Airport,"-84.40879821777344, 39.96760177612305",1005,NA,US,US-OH,Laura,OH78,,OH78
OH79,heliport,Vermilion Township Heliport,"-82.36666870120001, 41.4022216797",630,NA,US,US-OH,Vermilion,OH79,,OH79
OH80,heliport,District Nr 8 Heliport,"-84.2833023071289, 39.430599212646484",850,NA,US,US-OH,Lebanon,OH80,,OH80
OH81,closed,Graham's Landing Airport,"-81.941498, 41.225602",890,NA,US,US-OH,Valley City,,,
OH82,small_airport,Graham Farm Airport,"-81.97350311279297, 40.15340042114258",725,NA,US,US-OH,Adams Mills,OH82,,OH82
OH83,heliport,Lima Memorial Hospital Heliport,"-84.08740234375, 40.73619842529297",880,NA,US,US-OH,Lima,OH83,,OH83
OH84,heliport,Odot District Nr 1 Heliport,"-84.1061019897461, 40.77119827270508",863,NA,US,US-OH,Lima,OH84,,OH84
OH85,heliport,Marietta Memorial Hospital Heliport,"-81.46430206298828, 39.43170166015625",742,NA,US,US-OH,Marietta,OH85,,OH85
OH86,small_airport,Deeds Field,"-82.53990173339844, 39.648399353027344",800,NA,US,US-OH,Sugar Grove,OH86,,OH86
OH87,heliport,Providence Hospital Heliport,"-82.71240234375, 41.4370002746582",651,NA,US,US-OH,Sandusky,OH87,,OH87
OH88,small_airport,Roberts Airport,"-83.47049713134766, 39.85279846191406",1066,NA,US,US-OH,London,OH88,,OH88
OH89,heliport,Selby General Hospital Heliport,"-81.44259643554688, 39.440399169921875",726,NA,US,US-OH,Marietta,OH89,,OH89
OH90,small_airport,Hochstetler Airport,"-84.23470306396484, 41.707298278808594",763,NA,US,US-OH,Lyons,OH90,,OH90
OH91,small_airport,Dave Rice Ultralightport,"-84.23439789, 40.70009995",775,NA,US,US-OH,Lima,OH91,,OH91
OH92,small_airport,Porter Airport,"-82.18319702148438, 39.954200744628906",1070,NA,US,US-OH,Hopewell,OH92,,OH92
OH93,small_airport,Darby Airport,"-83.39019775390625, 40.14030075073242",972,NA,US,US-OH,Milford Center,OH93,,OH93
OH94,closed,Knore Airport,"-82.834901, 38.837601",674,NA,US,US-OH,Minford,,,
OH95,small_airport,Maplewood Orchard Airport,"-84.16829681396484, 39.38420104980469",880,NA,US,US-OH,Morrow,OH95,,OH95
OH96,small_airport,Neals Airport,"-83.88610076904297, 39.033599853515625",953,NA,US,US-OH,Mount Orab,OH96,,OH96
OH97,small_airport,Carcioppolo Field,"-81.2177963256836, 41.35919952392578",1165,NA,US,US-OH,Mantua,OH97,,OH97
OH98,closed,Lyttle Airport,"-82.788201, 40.0495",1050,NA,US,US-OH,New Albany,,,
OH99,small_airport,Planevue Airport,"-82.45819854736328, 40.11399841308594",935,NA,US,US-OH,Newark,OH99,,OH99
OHE,closed,[Duplicate] Gu-Lian Airport,"122.429056, 52.913244",1836,AS,CN,CN-23,Mohe,ZYMH,OHE,
OI01,small_airport,Lazy-W Airport,"-82.4489974975586, 39.51369857788086",750,NA,US,US-OH,Logan,OI01,,OI01
OI03,small_airport,Garmcar Sw Airport,"52.323299407958984, 35.174198150634766",2717,AS,IR,IR-12,,OI03,,OI03
OI05,heliport,Dana Heliport,"-83.6465988159, 41.65589904789999",625,AS,US,US-OH,Toledo,OI05,,OI05
OI06,small_airport,Wagner International Airport,"-84.2916030883789, 39.99140167236328",935,NA,US,US-OH,West Milton,OI06,,OI06
OI07,small_airport,Varns Farms Airport,"-81.97969818115234, 40.827999114990234",1110,NA,US,US-OH,Wooster,OI07,,OI07
OI08,small_airport,Davies Air Field,"-81.87169647216797, 40.73889923095703",1200,NA,US,US-OH,Wooster,OI08,,OI08
OI11,small_airport,Hibbetts Airport,"-81.11260223388672, 40.637298583984375",1060,NA,US,US-OH,Carrollton,OI11,,OI11
OI12,small_airport,Fly-A-Way Farm Airport,"-82.99430084228516, 40.250301361083984",940,NA,US,US-OH,Delaware,OI12,,OI12
OI13,small_airport,Mahmudabad Airport,"53.71149826049805, 30",6970,AS,IR,IR-14,,OI13,,OI13
OI19,small_airport,Firuzabad Airport,"51.50579833984375, 35.52989959716797",3258,AS,IR,IR-07,,OI19,,OI19
OI1C,small_airport,Mehtar Kalateh Airport,"54.20220184326172, 36.85689926147461",-64,AS,IR,IR-27,,OI1C,,OI1C
OI20,small_airport,Bahregan Airport,"50.272701263427734, 29.840099334716797",20,AS,IR,IR-06,,OI20,,OI20
OI22,small_airport,Carroll's Airport,"-82.10260009765625, 41.333900451660156",755,NA,US,US-OH,Elyria,OI22,,OI22
OI23,heliport,Emh Regional Medical Center Heliport,"-82.09760284423828, 41.3650016784668",867,NA,US,US-OH,Elyria,OI23,,OI23
OI24,heliport,Kokosing Heliport,"-82.560722, 40.491172",1095,NA,US,US-OH,Fredericktown,OI24,,OI24
OI25,small_airport,Ross Field,"-83.35440063476562, 39.365299224853516",960,NA,US,US-OH,Greenfield,OI25,,OI25
OI26,small_airport,Hillcrest Airport,"-84.69879913330078, 39.50559997558594",890,NA,US,US-OH,Oxford,OI26,,OI26
OI27,small_airport,Checkpoint Charlie Airport,"-81.5696029663086, 39.55670166015625",640,NA,US,US-OH,Lowell,OI27,,OI27
OI28,small_airport,Lanker Airport,"-82.6792984008789, 40.583900451660156",1440,NA,US,US-OH,Mount Gilead,OI28,,OI28
OI29,small_airport,Yellowbird Farm Airport,"-83.23049926757812, 38.85419845581055",610,NA,US,US-OH,Otway,OI29,,OI29
OI31,small_airport,Pheasant Run Airport,"-81.12480163574219, 41.709800720214844",960,NA,US,US-OH,Leroy,OI31,,OI31
OI32,small_airport,Stoney's Airport,"-81.28790283203125, 41.16809844970703",1105,NA,US,US-OH,Ravenna,OI32,,OI32
OI33,heliport,Ruhlin Heliport,"-81.72930145263672, 41.08639907836914",1035,NA,US,US-OH,Sharon Center,OI33,,OI33
OI34,small_airport,Fricke Airport,"-83.99240112304688, 39.61309814453125",905,NA,US,US-OH,Spring Valley,OI34,,OI34
OI35,heliport,Scott Park Heliport,"-83.59329986572266, 41.639801025390625",620,NA,US,US-OH,Toledo,OI35,,OI35
OI36,small_airport,Farpoint Airfield,"-84.48310089111328, 39.622501373291016",990,NA,US,US-OH,Gratis,OI36,,OI36
OI37,heliport,Rogers Heliport,"-84.12079620361328, 39.80009841918945",800,NA,US,US-OH,Dayton,OI37,,OI37
OI38,small_airport,Hillview Airstrip,"-83.61519622802734, 40.30870056152344",1400,NA,US,US-OH,East Liberty,OI38,,OI38
OI39,small_airport,Vensil Farms Airport,"-82.1321029663086, 40.1067008972168",760,NA,US,US-OH,Frazeysburg,OI39,,OI39
OI40,small_airport,Hallelujah Field,"-84.10469818115234, 39.202598571777344",890,NA,US,US-OH,Goshen,OI40,,OI40
OI41,small_airport,Far View Airport,"-81.158165, 41.295728",1300,NA,US,US-OH,Hiram,OI41,,OI41
OI42,small_airport,D. A. Chandler Airport,"-82.46070098876953, 41.1328010559082",950,NA,US,US-OH,New London,OI42,,OI42
OI43,heliport,Back Achers Heliport,"-81.908203125, 41.40340042114258",760,NA,US,US-OH,North Olmsted,OI43,,OI43
OI44,heliport,St Charles Hospital Heliport,"-83.48300170898438, 41.63479995727539",611,NA,US,US-OH,Oregon,OI44,,OI44
OI45,small_airport,Shootz Field,"-81.65869903564453, 41.265098571777344",1250,NA,US,US-OH,Richfield,OI45,,OI45
OI46,small_airport,Sharondale Field,"-81.71510314941406, 41.1151008605957",1180,NA,US,US-OH,Sharon Center,OI46,,OI46
OI47,heliport,Channel 10/Wbns-Tv Heliport,"-83.027099609375, 39.971500396728516",717,NA,US,US-OH,Columbus,OI47,,OI47
OI48,heliport,Tesar Heliport,"-82.97029876708984, 41.28419876098633",725,NA,US,US-OH,Clyde,OI48,,OI48
OI49,small_airport,Flying Acres Airport,"-83.10690307617188, 40.3838996887207",975,NA,US,US-OH,Delaware,OI49,,OI49
OI50,heliport,1st District Police Station Heliport,"-81.77899932861328, 41.44810104370117",783,NA,US,US-OH,Cleveland,OI50,,OI50
OI51,heliport,4th Dist Police Station Heliport,"-81.6195983887, 41.4720001221",825,NA,US,US-OH,Cleveland,OI51,,OI51
OI52,small_airport,Lyons Field,"-83.7833023071289, 39.625099182128906",1045,NA,US,US-OH,Jamestown,OI52,,OI52
OI53,heliport,St Vincent Hospital & Medical Center Heliport,"-83.54239654541016, 41.66780090332031",640,NA,US,US-OH,Toledo,OI53,,OI53
OI54,heliport,Mercy Hospital Helistop,"-83.55269622802734, 41.65950012207031",610,NA,US,US-OH,Toledo,OI54,,OI54
OI55,small_airport,Scheibe Field,"-82.00430297851562, 40.75090026855469",1010,NA,US,US-OH,Wooster,OI55,,OI55
OI56,small_airport,Lee's Dogpatch Airport,"-82.64070129, 39.95320129",1055,NA,US,US-OH,Kirkersville,OI56,,OI56
OI57,small_airport,Mc Kinney Field,"-83.9885025024, 38.926998138399995",970,NA,US,US-OH,Hamersville,OI57,,OI57
OI58,small_airport,Lockeridge Airport,"-81.43789672851562, 40.84170150756836",1090,NA,US,US-OH,Canton,OI58,,OI58
OI59,small_airport,Miller Airport,"-81.93180084228516, 39.13169860839844",690,NA,US,US-OH,Chester,OI59,,OI59
OI60,small_airport,Gorman Airport,"-82.3916015625, 40.754798889160156",1230,NA,US,US-OH,Mansfield,OI60,,OI60
OI61,heliport,Mount Carmel Health Heliport,"-83.02210235595703, 39.95759963989258",710,NA,US,US-OH,Columbus,OI61,,OI61
OI62,small_airport,Rataiczak Airport,"-81.31710052490234, 41.47639846801758",1200,NA,US,US-OH,Russell,OI62,,OI62
OI63,heliport,Mildon Heliport,"-82.77519989013672, 39.55979919433594",950,NA,US,US-OH,Tarlton,OI63,,OI63
OI64,small_airport,Bush Field,"-81.03019714355469, 41.680599212646484",1145,NA,US,US-OH,Thompson,OI64,,OI64
OI65,heliport,Aultman Hospital Heliport,"-81.4039001465, 40.7957992554",191,NA,US,US-OH,Canton,OI65,,OI65
OI66,small_airport,Eibling Circle E Airport,"-83.6709976196289, 40.74089813232422",980,NA,US,US-OH,Dola,OI66,,OI66
OI67,small_airport,Mc Clain Field,"-80.93309783939999, 40.6083984375",1250,NA,US,US-OH,Mechanicstown,OI67,,OI67
OI68,small_airport,Hilty Field,"-81.79779815673828, 40.94139862060547",1000,NA,US,US-OH,Rittman,OI68,,OI68
OI69,small_airport,Blackacre Farm Airport,"-81.16699981689453, 41.77840042114258",640,NA,US,US-OH,Painesville,OI69,,OI69
OI72,small_airport,Marvin Thiel Field,"-84.7208023071289, 41.52220153808594",859,NA,US,US-OH,Blakeslee,OI72,,OI72
OI73,small_airport,Williamson Airport,"-83.80380249023438, 39.71260070800781",1060,NA,US,US-OH,Cedarville,OI73,,OI73
OI75,heliport,Macks Heliport,"-84.05770111083984, 40.9281005859375",763,NA,US,US-OH,Columbus Grove,OI75,,OI75
OI76,seaplane_base,Bieber's Seaplane Base,"-80.69110107421875, 40.98440170288086",1020,NA,US,US-OH,North Lima,OI76,,OI76
OI77,small_airport,Mc Ardle Airport,"-83.5579986572, 41.2159004211",715,NA,US,US-OH,Fostoria,OI77,,OI77
OI78,small_airport,Diebleys Airport,"-83.4363021850586, 41.084800720214844",823,NA,US,US-OH,Fostoria,OI78,,OI78
OI79,heliport,Memorial Hospital Heliport,"-83.13549804690001, 41.339199066199996",630,NA,US,US-OH,Fremont,OI79,,OI79
OI80,heliport,T & A Land Development Heliport,"-81.68389892578125, 41.29059982299805",1210,NA,US,US-OH,Broadview Heights,OI80,,OI80
OI81,small_airport,Mollica Airport,"-80.75859832763672, 41.0713996887207",1170,NA,US,US-OH,Austintown,OI81,,OI81
OI82,small_airport,Russ Airport,"-82.72489929199219, 38.912200927734375",800,NA,US,US-OH,Jackson,OI82,,OI82
OI83,heliport,Meridia Hillcrest Hospital Heliport,"-81.43479919, 41.51839828",1093,NA,US,US-OH,Mayfield,OI83,,OI83
OI84,small_airport,King Knoll Airport,"-84.79789733886719, 39.38710021972656",855,NA,US,US-OH,Okeana,OI84,,OI84
OI85,small_airport,Mill Creek Airport,"-83.22160339355469, 40.26839828491211",960,NA,US,US-OH,Ostrander,OI85,,OI85
OI86,heliport,Robinson Memorial Hospital Heliport,"-81.2492980957, 41.176399231",1126,NA,US,US-OH,Ravenna,OI86,,OI86
OI87,heliport,Firelands Community Hospital Nr 2 Heliport,"-82.71179962158203, 41.44499969482422",593,NA,US,US-OH,Sandusky,OI87,,OI87
OI88,small_airport,Mindzak Airfield,"-82.43599700927734, 41.011199951171875",1109,NA,US,US-OH,Greenwich,OI88,,OI88
OI89,small_airport,Mite Airport,"-84.62999725341797, 39.64950180053711",866,NA,US,US-OH,Camden,OI89,,OI89
OI90,heliport,Sheriff's Heliport,"-83.1084976196289, 40.614200592041016",991,NA,US,US-OH,Marion,OI90,,OI90
OI91,small_airport,Hammond Airport,"-83.9092025756836, 39.779701232910156",990,NA,US,US-OH,Yellow Springs,OI91,,OI91
OI92,small_airport,Conklin Airport,"-83.70330047607422, 41.391700744628906",675,NA,US,US-OH,Bowling Green,OI92,,OI92
OI93,heliport,Alaimo's Heliport,"-81.61009979248047, 41.3400993347168",760,NA,US,US-OH,Brecksville,OI93,,OI93
OI94,heliport,9 Newsport Heliport,"-84.51239776611328, 39.08340072631836",550,NA,US,US-OH,Cincinnati,OI94,,OI94
OI95,heliport,Children's Hospital Heliport,"-82.9813003540039, 39.95370101928711",785,NA,US,US-OH,Columbus,OI95,,OI95
OI96,heliport,National Heliport,"-82.83180236816406, 39.93510055541992",798,NA,US,US-OH,Columbus,OI96,,OI96
OI97,heliport,St. Ann's Heliport,"-82.94409942626953, 40.113399505615234",806,NA,US,US-OH,Westerville,OI97,,OI97
OI98,heliport,St. Luke's Solon Emergency Center Heliport,"-81.44509887695312, 41.390098571777344",745,NA,US,US-OH,Solon,OI98,,OI98
OI99,small_airport,Mulholland Airport,"-84.48999786376953, 40.57339859008789",875,NA,US,US-OH,Celina,OI99,,OI99
OIAA,medium_airport,Abadan Airport,"48.2282981873, 30.371099472",10,AS,IR,IR-10,Abadan,OIAA,ABD,
OIAD,small_airport,Dezful Airport,"48.397598, 32.434399",474,AS,IR,IR-10,,OIAD,DEF,
OIAG,medium_airport,Aghajari Airport,"49.6772, 30.7444",88,AS,IR,IR-10,Aghajari,OIAG,AKW,
OIAH,medium_airport,Gachsaran Airport,"50.827999115, 30.337600708",2414,AS,IR,IR-18,Gachsaran,OIAH,GCH,
OIAI,medium_airport,Shahid Asyaee Airport,"49.27040100097656, 32.00239944458008",1206,AS,IR,IR-10,,OIAI,,
OIAJ,small_airport,Omidiyeh Airport,"49.5349006652832, 30.8351993560791",85,AS,IR,IR-10,Omidiyeh,OIAJ,OMI,
OIAM,medium_airport,Mahshahr Airport,"49.15190124511719, 30.55620002746582",8,AS,IR,IR-10,,OIAM,MRX,
OIAW,medium_airport,Ahwaz Airport,"48.7620010376, 31.337400436399996",66,AS,IR,IR-10,Ahwaz,OIAW,AWZ,
OIBA,medium_airport,Abumusa Island Airport,"55.03300094604492, 25.875699996948242",23,AS,IR,IR-23,,OIBA,AEU,
OIBB,medium_airport,Bushehr Airport,"50.8345985413, 28.9447994232",68,AS,IR,IR-06,Bushehr,OIBB,BUZ,
OIBH,small_airport,Bastak Airport,"54.318599700927734, 27.21269989013672",1350,AS,IR,IR-23,,OIBH,,
OIBI,closed,Asaloyeh Airport,"52.615501, 27.4814",15,AS,IR,IR-06,Asaloyeh,OIBI,YEH,OI15
OIBJ,medium_airport,Jam Airport,"52.35219955444336, 27.820499420166016",2173,AS,IR,IR-06,Kangan,OIBJ,KNR,
OIBK,medium_airport,Kish International Airport,"53.980201721200004, 26.5261993408",101,AS,IR,IR-23,Kish Island,OIBK,KIH,
OIBL,medium_airport,Bandar Lengeh Airport,"54.824798584, 26.531999588",67,AS,IR,IR-23,Bandar Lengeh,OIBL,BDH,
OIBN,small_airport,Borazjan Airport,"51.20000076293945, 29.266666412353516",265,AS,IR,IR-06,Borazjan,OIBN,,
OIBP,medium_airport,Persian Gulf International Airport,"52.737701, 27.379601",27,AS,IR,IR-06,Asalouyeh,OIBP,PGU,
OIBQ,medium_airport,Khark Island Airport,"50.32389831542969, 29.260299682617188",17,AS,IR,IR-06,,OIBQ,KHK,
OIBS,medium_airport,Sirri Island Airport,"54.539398193359375, 25.908899307250977",43,AS,IR,IR-23,,OIBS,SXI,
OIBV,medium_airport,Lavan Island Airport,"53.356300354003906, 26.810300827026367",76,AS,IR,IR-23,,OIBV,LVP,
OICB,small_airport,Baneh Airport,"45.84709930419922, 35.987701416015625",4911,AS,IR,IR-16,Baneh,OICB,,
OICC,medium_airport,Shahid Ashrafi Esfahani Airport,"47.1581001282, 34.3459014893",4307,AS,IR,IR-17,Kermanshah,OICC,KSH,
OICD,small_airport,Abdanan Airport,"47.4833984375, 32.93450164794922",2600,AS,IR,IR-05,Abdanan,OICD,,
OICG,small_airport,Ghasre-Shirin Airport,"45.56666564941406, 34.516666412353516",,AS,IR,IR-17,Ghasre-Shirin,OICG,,
OICI,medium_airport,Ilam Airport,"46.40480041503906, 33.58660125732422",4404,AS,IR,IR-05,Ilam,OICI,IIL,
OICK,medium_airport,Khoram Abad Airport,"48.282901763916016, 33.43539810180664",3782,AS,IR,IR-20,,OICK,KHD,
OICS,medium_airport,Sanandaj Airport,"47.00920104980469, 35.24589920043945",4522,AS,IR,IR-16,,OICS,SDG,
OICZ,small_airport,Aligoodarz Airport,"49.6963996887207, 33.38359832763672",6505,AS,IR,IR-20,,OICZ,,
OIFE,small_airport,Hesa Airport,"51.561100006103516, 32.92890167236328",5256,AS,IR,IR-04,Hesa,OIFE,IFH,
OIFH,small_airport,Shahid Vatan Pour Air Base,"51.69160079956055, 32.56700134277344",5310,AS,IR,IR-04,,OIFH,,
OIFK,medium_airport,Kashan Airport,"51.57699966430664, 33.895301818847656",3465,AS,IR,IR-04,,OIFK,,
OIFM,medium_airport,Esfahan Shahid Beheshti International Airport,"51.86130142211914, 32.75080108642578",5059,AS,IR,IR-04,Isfahan,OIFM,IFN,
OIFP,medium_airport,Badr Air Base,"51.696998596191406, 32.62110137939453",5242,AS,IR,IR-04,Esfahan,OIFP,,
OIFS,medium_airport,Shahrekord Airport,"50.842201232899995, 32.2971992493",6723,AS,IR,IR-08,Shahrekord,OIFS,CQD,
OIFV,small_airport,Zarrinshahr Airport,"51.37730026245117, 32.32740020751953",5650,AS,IR,IR-04,Zarrinshahr,OIFV,,
OIGG,medium_airport,Sardar-e-Jangal Airport,"49.617778, 37.323333",-40,AS,IR,IR-19,Rasht,OIGG,RAS,
OIHH,medium_airport,Hamadan Airport,"48.5525016784668, 34.86920166015625",5755,AS,IR,IR-24,Hamadan,OIHH,HDM,
OIHM,small_airport,Malayer Airport,"48.81666564941406, 34.28333282470703",5662,AS,IR,IR-24,Malayer,OIHM,,
OIHR,small_airport,Arak Airport,"49.8473014831543, 34.138099670410156",5440,AS,IR,IR-22,Araak,OIHR,AJK,
OIHS,medium_airport,Hamadan Air Base,"48.65340042114258, 35.21160125732422",5609,AS,IR,IR-24,Hamadan,OIHS,,
OIIA,small_airport,Ghazvin Azadi Airport,"50.450801849365234, 35.95209884643555",3769,AS,IR,IR-28,,OIIA,,
OIIC,small_airport,Kushke Nosrat Airport,"50.80619812011719, 34.98400115966797",3008,AS,IR,IR-26,,OIIC,,OI1B
OIID,small_airport,Doshan Tappeh Air Base,"51.475101470947266, 35.702999114990234",4046,AS,IR,IR-07,,OIID,,
OIIE,large_airport,Imam Khomeini International Airport,"51.152198791503906, 35.416099548339844",3305,AS,IR,IR-07,Tehran,OIIE,IKA,
OIIG,medium_airport,Ghale Morghi Airport,"51.380699157714844, 35.644798278808594",3627,AS,IR,IR-07,,OIIG,,
OIII,large_airport,Mehrabad International Airport,"51.31340026855469, 35.68920135498047",3962,AS,IR,IR-07,Tehran,OIII,THR,
OIIK,medium_airport,Qazvin Airport,"50.0471, 36.240101",4184,AS,IR,IR-28,Qazvin,OIIK,GZW,
OIIM,medium_airport,Naja Airport,"50.88100051879883, 35.77629852294922",4040,AS,IR,IR-07,,OIIM,,
OIIP,medium_airport,Payam International Airport,"50.826698303223, 35.776100158691",4170,AS,IR,IR-U-A,Karaj,OIIP,PYK,
OIIQ,small_airport,Ghom Airport,"50.883331298828125, 34.633331298828125",,AS,IR,IR-26,Ghom,OIIQ,,
OIIS,small_airport,Semnan Airport,"53.49509811401367, 35.59109878540039",3665,AS,IR,IR-12,Semnan,OIIS,,
OIIU,small_airport,Damghan Airport,"54.34389877319336, 36.16669845581055",3887,AS,IR,IR-12,,OIIU,,
OIKB,medium_airport,Bandar Abbas International Airport,"56.37779998779297, 27.218299865722656",22,AS,IR,IR-23,Bandar Abbas,OIKB,BND,
